"Start Year","IsCovidYear","is completed","total words","depression percent","anxiety percent","loneliness percent","distress percent","any word we want percent","depression num mentions","anxiety num mentions","loneliness num mentions","distress num mentions","any word we want num mentions","depression is mentioned","anxiety is mentioned","loneliness is mentioned","distress is mentioned","any word we want is mentioned"
"2008",0,1,20,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2001",0,1,232,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,17,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,1,220,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,40,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,0,470,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,102,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,0,37,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,34,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,31,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,112,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,377,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,20,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,1723,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,138,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,162,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,701,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,102,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,0,191,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,322,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,105,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,254,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,293,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,410,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,26,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,14,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,43,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,19,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,17,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,17,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,58,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,1,67,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,174,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,230,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,148,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,248,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,270,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,596,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,289,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,773,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,139,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,152,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,338,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2001",0,0,315,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,164,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,191,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,13,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,280,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,1,261,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,0,614,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,1,636,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,167,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,314,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,362,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,277,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,335,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,1,589,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,63,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,257,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,230,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,202,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,121,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,575,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,340,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,307,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,160,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,1592,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,1994,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,729,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,24,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,0,2160,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,0,307,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,1072,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,1,585,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,63,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,312,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,282,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,228,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,123,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,49,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,1,113,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,290,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,199,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,661,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,652,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,470,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,170,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,1,418,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,0,79,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,112,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,193,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,214,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,547,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,254,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,86,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,273,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,117,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2000",0,0,398,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,288,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,276,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"1995",0,1,105,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,250,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,134,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,531,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,237,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,155,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,930,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,300,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,988,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,63,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,496,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,123,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,19,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,523,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,1076,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,164,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,427,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,386,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,835,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,0,130,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,473,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,54,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,238,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,93,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,186,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,313,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,381,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,153,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,361,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,214,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,990,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,86,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,1145,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,68,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,309,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,1,58,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,120,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,78,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,490,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,167,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,115,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,67,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,766,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,387,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,0,251,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,371,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,166,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,0,67,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,330,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,259,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,263,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,255,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,377,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,231,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"1998",0,0,75,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,257,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,813,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,477,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,218,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,318,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,363,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,722,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,1,289,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,125,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2023",1,0,143,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,1,63,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,168,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2008",0,1,294,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,916,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,778,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,2061,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,62,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,191,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,1132,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,1,227,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,321,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,176,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,228,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2005",0,1,294,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,1,157,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,553,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,58,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,219,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,1,295,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,79,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,393,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,694,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,216,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,133,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,366,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,215,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,503,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,128,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,175,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,0,419,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,804,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,375,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2002",0,1,67,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,27,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2004",0,1,293,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,75,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2018",0,0,570,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,1,537,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,0,70,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,226,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,272,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,171,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,1,162,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,618,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,568,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2010",0,0,163,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,447,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,1,436,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,1,76,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,172,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,1286,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,1,662,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2016",0,0,83,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,0,63,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,0,169,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2006",0,1,517,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2007",0,0,150,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2022",1,0,107,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2015",0,1,209,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2019",0,0,525,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2024",0,0,417,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,118,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,89,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,145,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,1,113,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,55,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,639,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2014",0,1,263,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2013",0,1,416,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,238,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,1,121,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2009",0,1,274,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,0,226,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2003",0,1,225,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2011",0,0,368,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2012",0,1,476,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2004",0,1,25,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2021",1,1,188,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2017",0,0,388,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2020",0,0,246,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"1996",0,1,101,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
"2004",0,1,406,"0.0%","0.0%","0.0%","0.0%","0.0%",0,0,0,0,0,0,0,0,0,0
